bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Pro,SWE-Bench-Pro__go__maintenance__bugfix__6efcf999,instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8,mixed,fail,7.0,10.0,97.0,6381.0,0,,91cc1b9fc38280a53a36e1e9543d87d7306144b2
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__bca55dea,simdjson__simdjson-1695,cpp,fail,2.0,2.0,10.0,73743,0,,35158257c6e79d908723f1a7023362a718579c4f
Multi,Multi-SWE-Bench__java__maintenance__bugfix__07d7817b,fasterxml__jackson-databind-4469,java,fail,0,0,0,36890,2,,7c9e7c1e2acd9c55926b9d2592fc65234d9c3ff7
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__6a4e21e9,nlohmann__json-2989,cpp,fail,1.0,3.0,11.0,47154,0,,bbdb29c6583e9e68f7f2bdce59a7384f061e0e32
Poly,SWE-PolyBench__typescript__evolution__feature__41cd3842,coder__code-server-4923,mixed,fail,2.0,5.0,86.0,1125.0,0,,78658f1cf48a5e019a82cde937cfa8feed8b986b
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__98bbaed2,axios__axios-5661,javascript,fail,1.0,1.0,2.0,34756,9,,0abc70564746496eb211bbd951041b4655aec268
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3e92c76b,cli__cli-2351,go,fail,2.0,2.0,9.0,20126,12,,d79eb494d998132f060808e15521cd6a29f1b5fa
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__7acaca55,clap-rs__clap-3179,rust,fail,1.0,2.0,4.0,20169,0,,56ed9981da3a28205efa03a0e4f162359bab1dfe
Multi,Multi-SWE-Bench__java__maintenance__bugfix__be0b5fff,fasterxml__jackson-databind-4050,java,fail,1.0,1.0,2.0,46317,16,,035fba39559386e16a5017060a6047e733b18599
Multi,Multi-SWE-Bench__go__maintenance__bugfix__73631dc4,cli__cli-1457,go,fail,0,0,0,3777,3,,88eaa28aef1f1539abbcb3ce6580cce9122e783a
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__3c69099b,clap-rs__clap-3684,rust,fail,0,0,0,48109,0,,17ec7757891a38965e8492f7a0a48e674a9536eb
Multi,Multi-SWE-Bench__java__maintenance__bugfix__9a3d9d3f,fasterxml__jackson-databind-4015,java,fail,1.0,1.0,244.0,61097,12,,9684204f3073580e711320c3531a95bcaffa63ef
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__fe080aac,nlohmann__json-4512,cpp,fail,1.0,1.0,7.0,22487,0,,ee32bfc1c263900d5c31cf8a8c5429048719e42a
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__5aed9f96,mui__material-ui-25149,typescript,fail,2.0,2.0,6.0,51949,0,,fca2ddf44ce5518b82a464cfa806e30f1f973e5c
Multi,Multi-SWE-Bench__go__maintenance__bugfix__1384380d,cli__cli-5648,go,fail,0,0,0,35277,0,,537dcb27398bd193a094d5fcd3aa9bc67a546328
Poly,SWE-PolyBench__javascript__maintenance__bugfix__d6eb75d7,prettier__prettier-459,mixed,fail,1.0,1.0,6.0,235.0,0,,6e68f7495fba705c4d1e58e63efb5a41dea2df7d
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__41b108ee,simdjson__simdjson-2016,cpp,fail,1.0,1.0,4.0,77300,0,,74bb7b2533af3f063d0794fe3962fb5226c27751
Multi,Multi-SWE-Bench__go__maintenance__bugfix__ed8db47d,zeromicro__go-zero-1969,go,fail,0,0,0,65078,6,,af05219b70c5e18542ebb499b18a1dff6ffacc6d
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6cb88b18,mui__material-ui-34401,typescript,fail,5.0,7.0,21.0,44734,0,,d35d22994887bd83517a99cc8125ad97c402223a
Pro,SWE-Bench-Pro__go__maintenance__bugfix__d3c56cc5,instance_navidrome__navidrome-d8e794317f788198227e10fb667e10496b3eb99a,mixed,fail,8.0,11.0,73.0,6202.0,0,,128b626ec9330a7693ec6bbc9788d75eb2ef55e6
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__73fc043b,mui__material-ui-32626,typescript,fail,1.0,1.0,2.0,4842,9,,414c2ad63dd766587ca1ae786fdf0b879976a242
Multi,Multi-SWE-Bench__c__maintenance__bugfix__7b474035,ponylang__ponyc-3973,c,fail,1.0,3.0,48.0,50989,0,,ca368192917b76bb43e0892d4f14cbdf18e1f7d6
Multi,Multi-SWE-Bench__go__maintenance__bugfix__d129d52f,cli__cli-5396,go,fail,1.0,3.0,6.0,8299,1,,2df3dd4f7dd98e7969e6d9b760f0725aac8a2158
Multi,Multi-SWE-Bench__java__maintenance__bugfix__ec4f6157,fasterxml__jackson-dataformat-xml-638,java,fail,1.0,2.0,48.0,28738,25,,ac00d648e9b424f4b6c4d7aaaa23abf50adc1b5a
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__aa16b8b2,tokio-rs__tracing-2897,rust,fail,0,0,0,51764,6,,908cc432a5994f6e17c8f36e13c217dc40085704
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0f79e39c,cli__cli-2888,go,fail,1.0,2.0,6.0,9188,0,,7e8348a68f96c5983251f89871167797545dbbe0
Multi,Multi-SWE-Bench__c__maintenance__bugfix__0f495035,facebook__zstd-1733,c,fail,1.0,1.0,3.0,44659,0,,a505463710aa34bccafd268c44064c129cdfb3e2
Pro,SWE-Bench-Pro__go__maintenance__bugfix__4df06349,instance_navidrome__navidrome-31799662706fedddf5bcc1a76b50409d1f91d327,mixed,fail,2.0,3.0,16.0,6981.0,0,,537e2fc033b71a4a69190b74f755ebc352bb4196
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3c9b757f,cli__cli-5019,go,fail,1.0,1.0,2.0,20318,1,,6e14426dfb076350796b6f081b27399a5f4be904
Multi,Multi-SWE-Bench__go__maintenance__bugfix__2c512ec3,cli__cli-5698,go,fail,1.0,1.0,3.0,20936,0,,d2683a1370c5f3d97eaa1e4a4a8cfbc32c1293c2
Multi,Multi-SWE-Bench__go__maintenance__bugfix__9e8a151e,cli__cli-8157,go,fail,1.0,1.0,2.0,15261,0,,26f3601a81cbeb3fd5087dfa63775caa04ccc1bc
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__593287ea,instance_element-hq__element-web-fe14847bb9bb07cab1b9c6c54335ff22ca5e516a-vnan,mixed,fail,4.0,8.5,112.0,3520.0,0,,ad9cbe93994888e8f8ba88ce3614dc041a698930
Multi,Multi-SWE-Bench__c__maintenance__bugfix__a47dfbbf,facebook__zstd-2094,c,fail,0.6666666666666666,1.3333333333333333,23.333333333333332,65524,0,,6b4a3e019f8eeb3423065f7b24d790358e8cbc59
Multi,Multi-SWE-Bench__c__maintenance__bugfix__39769692,ponylang__ponyc-2168,c,fail,1.0,2.0,33.0,20167,0,,ae5fabe6fdf7c99f3e797b85674ded5d52cde7a2
Poly,SWE-PolyBench__typescript__maintenance__bugfix__7d106697,microsoft__vscode-109750,mixed,fail,1.0,1.0,6.0,629.0,0,,cf4b5a703f581944f308b9a6f1e8b386059caef1
Multi,Multi-SWE-Bench__java__maintenance__bugfix__36a08326,fasterxml__jackson-databind-4641,java,fail,1.0,2.0,12.0,24539,5,,3ed7f4572534383e54f9fd0d2521131f64283410
Multi,Multi-SWE-Bench__c__maintenance__bugfix__0f94ce4d,ponylang__ponyc-1124,c,fail,1.0,1.0,9.0,34936,0,,8ae0ecd7dcc1fc483cd964509f4a91ad35419dc3
Poly,SWE-PolyBench__javascript__maintenance__bugfix__1e29a469,sveltejs__svelte-6458,mixed,fail,1.0,1.0,3.0,274.0,0,,b662c7fd41b3b778ea1ae80b0a4d86c239ffcfe7
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__d33de279,sveltejs__svelte-14007,javascript,fail,1.0,1.0,2.0,18080,1,,777d059b10ded7e0e4af0cfb837c9e00864b3ec2
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__627665a2,clap-rs__clap-2758,rust,fail,1.0,1.0,6.0,53312,0,,c4780e3305b4c2632c7d843511ae7dfe3652a569
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__bd81816f,sveltejs__svelte-12649,javascript,fail,1.0,1.0,2.0,12934,1,,e417d3a2d281a5ec9b595be5ffbd47efe57b28c3
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__7b6185af,instance_NodeBB__NodeBB-767973717be700f46f06f3e7f4fc550c63509046-vnan,mixed,fail,9.0,10.5,235.5,5929.0,0,,a2ebf53b6098635c3abcab3fd9144c766e32b350
Pro,SWE-Bench-Pro__go__maintenance__bugfix__40a717e5,instance_flipt-io__flipt-756f00f79ba8abf9fe53f3c6c818123b42eb7355,mixed,fail,5.0,12.0,53.0,4415.0,0,,266e5e143e87519047b9be3202a0aba273b83de3
Multi,Multi-SWE-Bench__go__maintenance__bugfix__85c030cf,cli__cli-1567,go,fail,1.0,2.0,21.0,14002,3,,b9292f582f5553ef860245bb14cac49a308df3af
Multi,Multi-SWE-Bench__java__maintenance__bugfix__1665de74,mockito__mockito-3220,java,fail,0,0,0,34692,0,,a0214364c36c840b259a4e5a0b656378e47d90df
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__4eb0e647,instance_NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5-vnan,mixed,fail,9.0,14.0,52.0,4772.0,0,,1e137b07052bc3ea0da44ed201702c94055b8ad2
Multi,Multi-SWE-Bench__c__maintenance__bugfix__9a7be8ba,facebook__zstd-1532,c,fail,1.0,2.0,12.0,18367,1,,eb3a7a38270dc2a1f533c1b347f8b9b56e789f8f
Multi,Multi-SWE-Bench__c__maintenance__bugfix__b8c88ac8,ponylang__ponyc-2205,c,fail,1.0,1.0,10.0,39330,0,,25fa3b158281bee9fd0778de618ad8968d5ed026
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__2f838a18,sveltejs__svelte-10608,javascript,fail,2.0,2.0,30.0,3452,0,,db0b802fc2a8d0cd75f3dc209f19e06712be5a92
Poly,SWE-PolyBench__typescript__evolution__feature__c2e9e5ff,mui__material-ui-13534,mixed,fail,5.0,9.0,22.0,2846.0,0,,20cd3e33ae60e4970653716b7732212e93bab38c
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__838d3d25,sveltejs__svelte-14935,javascript,fail,0,0,0,95110,7,,a1f371e78656f951ad75945493a798716ecc92c4
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3d85271b,cli__cli-7110,go,fail,1.0,1.0,2.0,39870,0,,c6a693c459c22b66a2914ba2794e24d22faa8015
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__e31ec45c,instance_NodeBB__NodeBB-f2082d7de85eb62a70819f4f3396dd85626a0c0a-vd59a5728dfc977f44533186ace531248c2917516,mixed,fail,6.0,8.0,74.0,4348.0,0,,f0d989e4ba5b0dccff6e56022fc6d378d05ab404
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__5b47b0dd,iamkun__dayjs-1319,javascript,fail,0,0,0,6922,1,,cc993f0a8d18d33c0137616b80adc86127ba3424
Poly,SWE-PolyBench__typescript__maintenance__bugfix__42165c4e,coder__code-server-6278,mixed,fail,2.0,3.0,15.0,914.0,0,,5d3c9edce436d11d51aa1e586c11eaa49d626dc2
Multi,Multi-SWE-Bench__java__maintenance__bugfix__6ba3d94b,fasterxml__jackson-core-964,java,fail,1.0,2.0,16.0,44901,5,,2b53cce78c6ca037938e6f26d6935c5f9b8c07dd
Multi,Multi-SWE-Bench__java__maintenance__bugfix__5eea2978,fasterxml__jackson-core-1016,java,fail,1.0,3.0,6.0,58487,1,,315ac5ad2ad5228129a3df50623570d9bc2d7045
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8d36ca39,mui__material-ui-37855,typescript,fail,2.0,3.0,13.0,24595,0,,b00bdc767032fd008e5e3ec3133d6dc51264b1de
Multi,Multi-SWE-Bench__go__maintenance__bugfix__1b8cfbf9,cli__cli-3608,go,fail,0,0,0,39933,0,,026b07d1cfbf23a3ccb4d4703a2496d65e177fcc
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__3a4062fe,tokio-rs__tokio-4519,rust,fail,1.0,1.0,4.0,23341,5,,43c224ff47e41628ca787d116080d69bd7030c3f
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__a98dbc6f,sveltejs__svelte-14629,javascript,fail,5.0,5.0,14.0,49861,0,,c66bf178aae18c2b4d8ac189a48cf10c47e4d417
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__16860730,nushell__nushell-13357,rust,fail,1.0,1.0,2.0,48543,0,,5417c89387b67c3192ae9043473b556cd669ee15
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__2f405b15,sveltejs__svelte-9962,javascript,fail,0,0,0,64200,0,,092370b43fcb1b76f1c4cf713d1806b8ecb4932b
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__03fdad45,tokio-rs__bytes-721,rust,fail,0.6666666666666666,0.6666666666666666,4.666666666666667,36217,0,,9965a04b5684079bb614addd750340ffc165a9f5
Verified,SWE-Bench-Verified__python__maintenance__bugfix__409b7811,django__django-11820,python,fail,1.0,1.0,3.0,424.0,1,,c2678e49759e5c4c329bff0eeca2886267005d21
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__c3284db4,mui__material-ui-39108,typescript,fail,3.0,5.0,11.0,61636,1,,375358b6f7d00342ad2a282c34950ebfb4b2cdc8
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__0b0f1e0e,mui__material-ui-24202,typescript,fail,1.0,1.0,6.0,52855,1,,984645eb1a765abbf39a4f61dad0d21a6e518ee3
Poly,SWE-PolyBench__python__maintenance__bugfix__b52bbc24,langchain-ai__langchain-5584,mixed,fail,1.0,1.0,2.0,378.0,0,,4c572ffe959957b515528a9036b374f56cef027f
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__ac8400d9,instance_NodeBB__NodeBB-f48ed3658aab7be0f1165d4c1f89af48d7865189-v0495b863a912fbff5749c67e860612b91825407c,mixed,fail,7.0,8.5,24.0,2408.0,0,,140f9d2481f7a97941593eb6c158013deeb0c0d4
Multi,Multi-SWE-Bench__java__maintenance__bugfix__14da06bc,elastic__logstash-14027,java,fail,1.0,1.0,28.0,69108,0,,96f7e2949d4f8a3b3e198fa3775ccd107ee63d03
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3deeea9c,cli__cli-2250,go,fail,0,0,0,41676,2,,b5366c6ebf22589f62089ea79c349538335a3e99
Pro,SWE-Bench-Pro__python__maintenance__bugfix__607fc4ff,instance_internetarchive__openlibrary-910b08570210509f3bcfebf35c093a48243fe754-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,mixed,fail,6.0,12.0,136.0,6882.0,0,,e9e9d8be33f09cd487b905f339ec3e76ad75e0bb
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__39a9746b,instance_element-hq__element-web-5dfde12c1c1c0b6e48f17e3405468593e39d9492-vnan,mixed,fail,6.0,13.0,65.0,5805.0,0,,f97cef80aed8ee6011543f08bee8b1745a33a7db
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8fcb53e6,mui__material-ui-37850,typescript,fail,1.0,1.0,3.0,40699,0,,eb8e95bacf06f824f9e88e7cf1399be1fa23b48f
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__4a37a167,nlohmann__json-2225,cpp,fail,0,0,0,70320,0,,5ba0f65c34832aa18fb2b582d58a0c1f92c93bfb
Poly,SWE-PolyBench__python__maintenance__bugfix__5188c6bc,huggingface__transformers-6098,mixed,pass,1.0,1.0,7.0,303.0,0,,dafa296c952c08fca3686f1cf8f3a8f8eb116744
Pro,SWE-Bench-Pro__python__maintenance__bugfix__31f13b61,instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2,mixed,fail,1.0,2.0,50.0,9345.0,0,,3684b4824d367f866d038c5373f975503580d49e
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__92158fba,clap-rs__clap-3975,rust,fail,1.0,1.0,2.0,47811,0,,ce8ebe1ccce8a07b461207ebef439c20f7522deb
Multi,Multi-SWE-Bench__go__maintenance__bugfix__2fea5f6b,cli__cli-5973,go,fail,0,0,0,6315,12,,954689ea9f26e3131ca816285eee8930cd8aa835
Verified,SWE-Bench-Verified__python__maintenance__bugfix__59acbd9a,sphinx-doc__sphinx-7910,python,pass,1.0,2.0,22.0,485.0,73,,27ac10de04697e2372d31db5548e56a7c6d9265d
Pro,SWE-Bench-Pro__python__maintenance__bugfix__7c2efe8a,instance_internetarchive__openlibrary-e1e502986a3b003899a8347ac8a7ff7b08cbfc39-v08d8e8889ec945ab821fb156c04c7d2e2810debb,mixed,fail,5.0,6.0,97.0,2952.0,0,,77c16d530b4d5c0f33d68bead2c6b329aee9b996
Pro,SWE-Bench-Pro__python__maintenance__bugfix__64fffdfa,instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,mixed,fail,4.0,6.0,127.0,1750.0,0,,8e08f046aeffb38445cc659050f7a083b4a9649c
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__5c001746,instance_element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan,mixed,fail,6.0,9.0,106.0,9858.0,0,,c9d9c421bc7e3f2a9d5d5ed05679cb3e8e06a388
Poly,SWE-PolyBench__typescript__maintenance__bugfix__22615f27,microsoft__vscode-153121,mixed,fail,1.0,2.0,9.0,597.0,0,,1a599e2d1792630bc7c53232404d83214acb88f4
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1eaeabf4,sympy__sympy-23262,python,fail,1.0,1.0,3.0,367.0,79,,fdc707f73a65a429935c01532cd3970d3355eab6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2d984316,matplotlib__matplotlib-24627,python,pass,1.0,1.0,84.0,297.0,68,,9d22ab09d52d279b125d8770967569de070913b2
Poly,SWE-PolyBench__python__maintenance__bugfix__6ef81275,huggingface__transformers-23141,mixed,pass,1.0,2.0,8.0,881.0,0,,78b7debf56efb907c6af767882162050d4fbb294
Verified,SWE-Bench-Verified__python__maintenance__bugfix__deb49033,astropy__astropy-13398,python,fail,3.0,7.0,25.0,2946.3333333333335,0,,6500928dc0e57be8f06d1162eacc3ba5e2eff692
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9c9b931e,serverless__serverless-2945,mixed,fail,1.0,2.0,20.0,545.0,0,,5a3e0c2bcaff15d77c925995693379967da42d80
Verified,SWE-Bench-Verified__python__maintenance__bugfix__c923cfa8,django__django-13809,python,fail2pass,1.0,1.5,10.0,592.6666666666666,88,,bef6f7584280f1cc80e5e2d80b7ad073a93d26ec
Verified,SWE-Bench-Verified__python__maintenance__bugfix__28ed0b77,sphinx-doc__sphinx-10614,python,fail,1.0,1.0,8.0,610.0,2,,ac2b7599d212af7d04649959ce6926c63c3133fa
Multi,Multi-SWE-Bench__c__maintenance__bugfix__1e195cd6,ponylang__ponyc-4595,c,fail,1.0,1.0,9.0,57644,0,,f8a2feebba3aea298bde89d445ad35ca48602ca7
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3146e19b,matplotlib__matplotlib-26208,python,fail,1.0,2.0,28.0,304.0,2,,f0f133943d3e4f1e2e665291fe1c8f658a84cc09
Multi,Multi-SWE-Bench__go__maintenance__bugfix__1ba303a5,cli__cli-5537,go,fail,1.0,2.0,2.0,32562,0,,beba0e1d78996f0033c77e462e6bf9db0fecc2af
Poly,SWE-PolyBench__python__maintenance__bugfix__0cf27f56,keras-team__keras-19973,mixed,fail,1.0,1.0,6.0,242.0,0,,10a008fac10e2eb7dd343c128cbf2e0f971fa993
Multi,Multi-SWE-Bench__go__maintenance__bugfix__6e022940,cli__cli-3270,go,fail,1.0,1.0,27.0,52013,3,,157bab18e4c9f9f6f6306c39aa1964d04ec94a71
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__18eac778,vuejs__core-10027,typescript,fail,0.6666666666666666,0.6666666666666666,1.3333333333333333,5225,2,,68e5cc6ac8fc289372831c5fbdff09e63728fc00
